original_index,chunk_id,chunk_index,text,b2_text
0,0_0,0,"Celso Amorim joined Brazil’s foreign service nearly six decades ago and rose all the way to its top but even he struggles to recall a Latin American year like 2019. “Like this? Never before,” Brazil’s former foreign minister said of the tumultuous 12 months that have seen social and political upheaval rattle the region, from Buenos Aires to Bogotá. The final year of the decade was only 23 days old when the turmoil began with an explosion of dissent on the streets of Venezuela that most observers felt sure would displace its authoritarian leader, Nicolás Maduro. Mass protests, frantic predictions of Maduro’s imminent downfall, and a botched military uprising followed before Juan Guaidó’s campaign to topple Hugo Chávez’s heir fizzled and an uneasy calm returned. But elsewhere the action was only just beginning, as a wave of protests and violence swept Puerto Rico, Haiti, Ecuador and Bolivia – where President Evo Morales was forced from office amid a bloody military crackdown – leaving some wondering if a Latin American Spring had arrived. In Peru the president dissolved congress; in Argentina Cristina Fernández de Kirchner staged a dramatic political comeback; and in Colombia hundreds of thousands flooded the streets in opposition to the rightwing president, Iván Duque. Even Chile, supposedly a haven of Latin American stability and affluence, was sucked into the mayhem as a hike in subway fares triggered its worst unrest in decades, leaving a trail of destruction and President Sebastián Piñera’s future in doubt. “Where did that come from?” Ivan Briscoe, the International Crisis Group’s Latin America chief, wondered as he considered that country’s unexpected cameo in the chaos. As a new year of uncertainty approached, Briscoe said he sensed “an acceleration of time” in the region.","Celso Amorim worked for Brazil's government for a long time. He had a very important job in foreign affairs. But he said that 2019 was a very unusual year for Latin America. He had never seen anything like it.

That year, many countries in Latin America had problems. These problems included political changes and social unrest. It started in Venezuela. People protested against the leader, Nicolás Maduro. Many people thought he would lose his power.

Juan Guaidó tried to remove Maduro from his position. But he was not successful. The situation became calmer after some time.

However, other countries started having problems too. There were protests and violence in Puerto Rico and Haiti. In Ecuador, people protested a lot. In Bolivia, the president, Evo Morales, had to leave his job. This happened because the military used force. Some people thought this was like a new beginning for Latin America, similar to the ""Arab Spring.""

In Peru, the president closed the congress. In Argentina, Cristina Fernández de Kirchner became important in politics again. In Colombia, many people protested against the president, Iván Duque.

Even Chile had problems. People thought Chile was a stable and rich country. But there were big protests there because the price of subway tickets went up. This caused a lot of damage. The president of Chile, Sebastián Piñera, had problems because of this.

Ivan Briscoe, who works for the International Crisis Group, was surprised by what happened in Chile. He thought the situation in Latin America was changing very fast. He said that the new year would be uncertain."
0,0_1,1,"“Things which have been building up for years and years – whether it’s the social stratification of Chile; Evo Morales’s moves towards eternal power in Bolivia; the deeply hostile standoff in Venezuela – now seem to be breaking the surface in so many different contexts and leading to a situation where we fundamentally don’t know what is going to happen. “I can tell you where I think the fault lines are going to be for next year,” he added. “But I can’t say exactly what is going to materialize.” Some on Latin America’s left have sought comfort in the confusion. Amorim, 77, painted the upheaval as a popular “counter-reaction” to the “onslaught of neoliberalism” besieging countries from Colombia to Chile. “It is very difficult to say where we’re going,” he said. “But one thing is different: eight months ago, the appearance was that everything was going rightwing – totally rightwing. And now it’s not so clear. So that – in spite of all the problems – is some kind of progress. “Latin America is in a moment of turbulence. But [for the left] turbulence is better than a death in the cemetery.” As the year draws to a close, minds are turning to what comes next. In a new report the Economist Intelligence Unit warned of a high risk of “protest contagion”, noting how Colombia’s protests were inspired by rebellions in neighbouring countries. “There is a strong chance that 2020 will be another volatile year for Latin America,” the report said, predicting particularly choppy waters in Lenín Moreno’s Ecuador. “It’s like a powder keg,” Amorim agreed. “At any moment that [country] could explode again.” Briscoe saw three likely 2020 flash points: Venezuela, as it fell deeper into political and humanitarian ruin; Brazil and Argentina, as a diplomatic spat intensified between their ideologically opposed leaders; and Mexico, where President Andrés Manuel López Obrador is struggling to control a historic murder crisis claiming almost 100 lives a day.","Things have been growing for many years. This includes problems like different social classes in Chile. It also includes Evo Morales wanting to stay in power forever in Bolivia. And there is a big fight in Venezuela. Now, these problems are becoming obvious in many places. We do not know what will happen next.

Someone said they know where the problems will be next year. But they do not know exactly what will happen.

Some people on the left in Latin America are happy about the confusion. Amorim, who is 77, thinks the problems are a reaction from the people. They are reacting to bad things happening to their countries, like Colombia and Chile. These bad things are called ""neoliberalism.""

Amorim said it is hard to know what will happen next. He said that eight months ago, it seemed like everything was going to the right side of politics. But now, it is not so clear. He thinks this is progress, even though there are still problems.

He said Latin America is having a hard time. But for people on the left, this is better than nothing happening.

The year is ending, and people are thinking about what will happen next. A report said there is a big chance that protests will spread. The protests in Colombia were inspired by protests in other countries.

The report said that 2020 will probably be another difficult year for Latin America. They think Ecuador will have a very hard time.

Amorim agreed that it is like a bomb waiting to explode. He said Ecuador could explode again at any time.

Someone else, Briscoe, thinks there will be three problem areas in 2020. One is Venezuela, because it is getting worse with politics and people's needs. Another is Brazil and Argentina, because their leaders disagree a lot. The last is Mexico, where the president is trying to stop many murders. Almost 100 people are killed every day there."
0,0_2,2,"Mass demonstrations rocked Mexico in 2014 after the disappearance of 43 students shocked the nation and Briscoe said a repeat was possible if the killing did not slow. Briscoe also foresaw strife in Bolivia if the ultra-conservative activist Luis Fernando Camacho reached the second-round of fresh presidential elections and faced a candidate from Evo Morales’s leftist Movement Towards Socialism. “I’d say we will be facing a very tricky period … In Colombia, in Chile, but also Brazil, Mexico and Argentina there is potential for things to go very wrong indeed. “We are sitting on a minefield of social discontent,” Briscoe added, identifying Honduras, Nicaragua, Bolivia and Chile as other potential “danger spots”. Observers are split on whether Latin America’s biggest economy runs the risk of unrest, with former president Luiz Inácio Lula da Silva recently urging followers to “follow Chile’s example” and rebel against the far-right president, Jair Bolsonaro. Some argue Bolsonaro’s shock 2018 election has helped channel anti-establishment rage away from the streets, for now. But Monica de Bolle, a Latin America expert from the Peterson Institute for International Economics, said Brazil could easily be next. “The moment right now – as of this very second – is not one where people are going to go out in the streets and demonstrate. But things are not static – things are dynamic,” she said. “I think it’s very, very likely that some time soon – and soon could be 2020 or the end of 2020 – people will realize that this is not an economy that is going to grow much because the policies are not there and the agenda doesn’t exist … [and] then Bolsonaro’s support immediately drops. “That may lead to something like we’ve seen in Brazil in the past few years and it could even be a 2013-type scenario,” she said, referring to the mass demonstrations that paved the way for Dilma Rousseff’s impeachment three years later. Amorim also predicted his country could face tumult as public anger at Bolsonaro’s failings grew.","In 2014, many people in Mexico protested. This happened because 43 students went missing. People were very upset. Someone named Briscoe said this could happen again if the killings did not stop.

Briscoe also talked about Bolivia. He thought there could be problems there. This would happen if Luis Fernando Camacho got to the second part of the election. Camacho is very conservative. He would be against someone from Evo Morales’ party. Morales' party is leftist.

Briscoe said things could be difficult in many countries. He mentioned Colombia, Chile, Brazil, Mexico, and Argentina. He said things could go very wrong in these places.

Briscoe said there is a lot of anger in society. He thinks Honduras, Nicaragua, Bolivia, and Chile could also have problems.

People have different ideas about Brazil. Brazil is the biggest economy in Latin America. Some people think there could be unrest there. Lula da Silva used to be the president. He told his supporters to do what Chile did and rebel against the current president, Jair Bolsonaro. Bolsonaro is far-right.

Some people think Bolsonaro's election in 2018 stopped people from protesting. They think it took the anger off the streets for now.

Monica de Bolle is an expert on Latin America. She thinks Brazil could be next to have problems. She said people are not protesting right now. But things can change.

She thinks people will soon realize that the economy is not growing. This is because the government's plans are not good. Then, Bolsonaro will lose support.

This could lead to problems like Brazil had in the past. It could even be like 2013. In 2013, there were big protests. These protests led to Dilma Rousseff being removed from her job three years later.

Amorim also thinks Brazil could have problems. He thinks people are angry at Bolsonaro because he is not doing a good job."
0,0_3,3,"“There hasn’t yet been a popular reaction [against Bolsonaro] – but I think it will come. If there’s a small spark it could very easily propagate,” he said. But perhaps not quite yet. “Everything here in Brazil is slow,” Amorim admitted. “Except samba.”","Here is the rewritten text in CEFR B2 level English:

People are not really against Bolsonaro yet. But I think this will happen. If something small starts it, it could grow fast. But maybe not right now. Amorim said that things in Brazil take time. Only samba is fast."
1,1_0,0,"Protesters in Iraq have dealt a symbolic blow to US prestige by storming the American embassy in Baghdad, trapping diplomats inside while chanting “Death to America” and slogans in support of pro-Iranian militias. In a humiliating day for Washington, hundreds of demonstrators besieged the US compound, at one point breaching the main gate and smashing their way into several reception rooms. They lit fires, battered down doors, and lobbed bricks at bulletproof glass. The rampage was carried out with the apparent connivance of Iraqi security forces who allowed protesters inside the highly protected Green Zone. They made their way to the embassy, climbing walls and hurling stones. US guards responded with tear gas but did not open fire. Donald Trump accused Iran of orchestrating the day-long attack, which followed US airstrikes on Sunday against three camps in Iraq and two in Syria. The bases belonged to the Iran-backed Kata’ib Hezbollah militia group, which is formally part of the Iraqi army. At least 25 fighters were killed and dozens injured. US officials said the raids were carried out to deter future acts of aggression following a rocket attack on Friday by the group against a US base in Kirkuk, in which one US contractor was killed and four Americans were injured. President Trump approved the operation on Saturday. Instead of advancing US goals, the airstrikes appear to be the latest in a series of foreign policy blunders in the Middle East. Iraq’s government furiously condemned them, while pro-Iranian militias promised further attacks against American targets, with the goal of expelling US forces. “Iran killed an American contractor, wounding many. We strongly responded, and always will,” Trump tweeted. “Now Iran is orchestrating an attack on the US Embassy in Iraq. They will be held fully responsible.” The US embassy denied earlier reports from Iraq’s foreign ministry that the ambassador and his staff were hastily evacuated, as protesters surged towards the building. An embassy spokesperson told CNN that the chief of the US mission in Iraq, Matthew Tueller, was away on a scheduled vacation and had left Baghdad a week ago.","People were protesting in Iraq. They attacked the American embassy in Baghdad. This was bad for the United States.

The protesters shouted, ""Death to America."" They also supported groups that are loyal to Iran. Some diplomats were stuck inside the embassy.

Hundreds of protesters went to the US building. They broke through the main gate. They damaged some rooms inside. This was a bad day for the US.

The protesters started fires. They broke doors. They threw things at the windows. It seemed like the Iraqi police helped the protesters. The police let them into the Green Zone, which is usually very safe.

The protesters climbed the walls of the embassy. They threw stones. US guards used tear gas. They did not shoot.

Donald Trump said that Iran planned the attack. This happened after the US attacked some places in Iraq and Syria on Sunday.

These places belonged to a group called Kata’ib Hezbollah. This group is supported by Iran. It is part of the Iraqi army.

At least 25 fighters died in the US attacks. Many more were hurt. The US said they did the attacks to stop future attacks.

Before this, a US base in Kirkuk was attacked with rockets on Friday. One American working there died. Four other Americans were hurt. President Trump agreed to the US attacks on Saturday.

The US attacks did not help the US. They seem like another mistake in the Middle East. The Iraqi government was very angry about the attacks.

Groups that support Iran said they will attack American places again. They want the US soldiers to leave Iraq.

Trump said that Iran killed an American. He said the US will always respond strongly. He also said Iran is attacking the US embassy in Iraq. He said Iran will be responsible for this.

The US embassy said that the ambassador and his staff were not leaving quickly. Some news reports in Iraq said they were.

An embassy worker said the ambassador, Matthew Tueller, was on vacation. He left Baghdad one week ago."
1,1_1,1,"The embassy was under lockdown but had not been evacuated, the spokesperson said, with diplomats sheltering in a safe-room. Video from the scene showed thick grey smoke engulfing the compound against a backdrop of wailing from an emergency siren. Protesters shouted “No, no, America!” and “No, no, Trump!”, and “Death to America!”. By nightfall fires were still burning. One masked man walked off insouciantly with an official US embassy sign. Former foreign service staff compared the chaotic scenes to the ransacking in 1979 of the US embassy in Tehran, which saw 52 US citizens taken hostage. Tuesday’s events, however, were not on the same dramatic scale. There was no loss of life and most of the embassy building survived intact. Nonetheless, the prospect of a worsening conflict between US forces and Iranian proxies in Iraq looms large. The Trump administration’s policy of piling sanctions and economic pressure on Tehran appears to have brought about few tangible diplomatic results and has taken relations with Iraq to a new low. Iraq’s prime minister, Adel Abdul-Mahdi – an ally of both Iran and Washington – vowed on Tuesday to protect the safety and security of US personnel. After doing little initially to halt the violence Iraqi security forces turned up in force in the afternoon, and formed a protective line between angry crowds and US guards. The US secretary of state, Mike Pompeo said the US would “protect and defend its people” in a phone call with Abdul-Mahdi. The viability of the US’s diplomatic mission in Baghdad – its largest in the world – is now an open question, as demonstrators set up tents outside its perimeter. Many of the protesters had come from funerals held in Baghdad for some of the dead militia fighters. They were carrying flags belonging to Kata’ib Hezbollah and to Hashd al-Shaabi (Popular Mobilization Forces), a powerful paramilitary group of which Kata’ib Hezbollah is a part.","The embassy was closed. It was not empty. People inside were safe, said a person who speaks for the embassy. They were hiding in a safe room.

A video showed a lot of smoke. The smoke was grey and thick. It covered the embassy area. An emergency alarm was making a loud noise.

People were protesting. They shouted against America. They shouted against Trump. They said they wanted America to die.

Fires were still burning when night came. A man wore a mask. He took a sign from the US embassy. He did not seem to care.

Some people who used to work at the embassy said it was like what happened in Tehran in 1979. In 1979, people attacked the US embassy in Tehran. They took 52 Americans as prisoners.

What happened today was not as bad. Nobody died. The embassy building was not destroyed.

But there is a danger of more fighting. The US and Iran are fighting in Iraq. The US has put strong rules and pressure on Iran. This has not helped. The US and Iraq do not have good relations now.

The leader of Iraq is Adel Abdul-Mahdi. He is friends with both Iran and the US. He said he will keep US people safe.

At first, Iraqi soldiers did not stop the violence. Later, they came in large numbers. They stood between the protesters and the US guards.

The US Secretary of State is Mike Pompeo. He said the US will protect its people. He said this in a phone call with Abdul-Mahdi.

The US embassy in Baghdad is very big. Now, people are wondering if it can stay open. Protesters are camping outside the embassy.

Many protesters came from funerals. The funerals were for militia fighters who died. They carried flags. The flags belonged to Kata’ib Hezbollah and Hashd al-Shaabi. Hashd al-Shaabi is a strong group of soldiers. Kata’ib Hezbollah is part of this group."
1,1_2,2,"Qais al-Khazali, the leader of the Iranian-backed Asa’ib Ahl al-Haq militia, and many other senior militia leaders were among the demonstrators. On Monday, Iran condemned the US strikes as “terrorism”. Russia complained it had not been given advance warning. Street protests take place regularly in the Iraqi capital. In recent months, security guards have shot dead more than 450 people protesting against rampant government corruption and the growing influence of Iranian-backed groups, including Kata’ib Hezbollah.","Qais al-Khazali was there. He is the leader of a group called Asa’ib Ahl al-Haq. This group gets support from Iran. Many other important leaders of militias were also with the protesters.

On Monday, Iran said the US attacks were ""terrorism."" Russia was not happy. They said they did not know about the attacks before they happened.

People often protest in the streets of Baghdad, the capital of Iraq. Recently, many people have died during these protests. Security guards have shot more than 450 people. These people were protesting against corruption in the government. They were also protesting against groups that Iran supports. One of these groups is called Kata’ib Hezbollah. These groups have too much power in Iraq."
2,2_0,0,"A magnitude-5.1 earthquake has struck near Iran’s Bushehr nuclear plant on Friday, according to the US Geological Survey. The quake was moderate, which can cause considerable damage, and was centred 53km (33 miles) east of Bushehr, a nuclear facility on Iran’s southern coast of the Persian Gulf. The quake struck at 5.23am local time (0153GMT), at the relatively shallow depth of 38km. There were no immediate reports of damage, Iranian state television reported. “No reports have been received on any possible damage from the earthquake,” it said. A magnitude 5 earthquake can cause considerable damage. The Bushehr nuclear power plant was designed to withstand much stronger earthquakes. “No damage has been reported to us so far based on the checks by the Red Crescent Society, village councillors and officials in the area,” Jahangir Dehqan, the head of the provincial emergency department, told the semi-official news agency ISNA. Iran sits on major fault lines and is prone to near-daily earthquakes. In 2003, a 6.6-magnitude quake flattened the historic city of Bam, killing 26,000 people. Bam is near the Bushehr nuclear plant, which wasn’t damaged at that time. In 2019 Iran announced plans to enrich uranium beyond the levels allowed under the terms of the 2015 nuclear deal after Donald Trump pulled the US out last year. Tehran says its nuclear programme is entirely for civil nuclear purposes.","Here's the rewritten text at a CEFR B2 level:

There was an earthquake in Iran on Friday. The earthquake was near the Bushehr nuclear plant. The US Geological Survey said the earthquake was magnitude 5.1.

A magnitude 5.1 earthquake is not very strong. But it can still cause some damage. The center of the earthquake was 53 km from Bushehr. Bushehr is a city on the coast. The nuclear plant is in Bushehr. The earthquake happened at 5:23 in the morning, local time. The earthquake was 38 km deep in the ground.

After the earthquake, there were no reports of damage. Iranian TV said that they did not hear about any damage.

The Bushehr nuclear plant was built to be strong. It can handle bigger earthquakes. Jahangir Dehqan works for the emergency department. He said that there was no damage to the plant. He talked to people from the Red Crescent and local villages. They said everything was okay.

Iran has many earthquakes. This is because Iran is on top of big cracks in the ground.

In 2003, there was a big earthquake in the city of Bam. The earthquake had a magnitude of 6.6. The city was destroyed. 26,000 people died. Bam is close to the Bushehr nuclear plant. But the plant was not damaged in 2003.

In 2019, Iran said they would make more uranium. This was more than they were allowed to make in 2015. This happened after the US left the 2015 nuclear deal. Donald Trump was the president of the US then. Iran says that their nuclear program is only for peaceful things. They say it is not for making bombs."
3,3_0,0,"Bred by an emperor and nearly killed off by communists, the Hungarian mangalica pig has been through a lot during its nearly two centuries of existence. A lumbering, chunky beast with a sheep-like coat, it is the hairiest and fattiest of pigs. And according to its many fans, the mangalica is also one of the tastiest. From being on the verge of extinction three decades ago, the mangalica has made a remarkable comeback to the farms, tables and hearts of Hungarians over the past decade, and has recently been taking the global fine-dining scene by storm from the US to Japan, where its fatty, marbled texture has led it to be nicknamed “Kobe pork”. In Hungary, the breed has been officially registered as one of the country’s national treasures. However, the pride of Hungarian agriculture is now facing another threat: the epidemic of African swine fever sweeping through eastern Europe, which has led to a number of culls. The growing popularity of mangalica is also causing disputes with Hungary’s neighbours. There was a furious reaction earlier this month when a popular US gastro-blogger introduced mangalica as a “medieval Romanian food” in a video that garnered nearly a million views on YouTube. Simmering tension remains over Hungary’s historical role as ruler of part of the country’s territory, and the Hungarian press was outraged. “It was not enough that they took away Transylvania, trying to expropriate our culture and our historical memories … Now they also want to steal mangalica from us,” wrote the rightwing news portal 888.hu. “It can become like hummus is for Lebanon and Israel,” said Péter Tóth, the president of Hungary’s Mangalica Breeders Association, in an interview at an upmarket Budapest restaurant over a plate of mangalica ham cuts. While noting that all mangalica currently in Romania are recent imports from Hungary, the pig’s history is international, Tóth said.","The Hungarian mangalica pig is a special animal. An emperor created it. Later, some people tried to kill them all. This pig has lived for almost 200 years.

It is a big, heavy pig. It has a coat like a sheep. It is the pig with the most hair and fat. Many people think it tastes very good.

Thirty years ago, there were very few mangalica pigs left. But they have become popular again in Hungary. People like them on farms, on their tables, and in their hearts.

Now, the mangalica pig is famous around the world. You can find it in good restaurants in the US and Japan. In Japan, they call it ""Kobe pork"" because it is very fatty.

In Hungary, the mangalica pig is very important. It is a national treasure.

But now, the mangalica pig is in danger again. A disease is spreading in Eastern Europe. It is called African swine fever. This disease is killing many pigs.

The mangalica pig is becoming more popular. This is causing problems with Hungary's neighbors.

Recently, an American blogger made a video about the mangalica pig. Many people watched it. In the video, the blogger said the mangalica pig was from Romania. This made people in Hungary angry.

Hungary used to rule part of Romania. There are still problems between the two countries. Hungarian newspapers were very upset. They said that Romania was trying to steal their culture and history. They said Romania also wanted to steal the mangalica pig.

Péter Tóth is in charge of the Mangalica Breeders Association in Hungary. He said the situation could become like the food hummus. Hummus is important to both Lebanon and Israel.

He said that all the mangalica pigs in Romania came from Hungary. But he also said that the history of the pig is international."
3,3_1,1,"The breed was created in the 1830s after the Habsburg emperor in Vienna was gifted 11 fatty, long-haired pigs by the prince of Serbia and had them cross-bred with some old Hungarian breeds near Arad, now part of Romania. At one point, 90% of all pigs in Hungary were mangalica, with the high fat content prized because the copious lard could be stored for much longer than meat. With the onset of electricity and refrigeration, production declined and it became more of a luxury product. After the second world war, the communist system almost destroyed the mangalica; only about 300 sows were maintained in reservations for scientific purposes. The meat was nowhere to be found. As a young veterinary student in Spain in the early 1990s, Tóth told a Spanish friend about the fatty Hungarian pigs and the pair launched a project to save the mangalica. “I put adverts in local newspapers: ‘If you’ve seen a mangalica, please let me know,’” he recalled. He bought up the whole population and for several years bred them with Spanish investment, until they were ready to send fatty pork for curing in Spain by the late 90s. There are now more than 200 mangalica farmers in Hungary and the meat is on sale in almost every marketplace, at prices about four times higher than normal pork. Zsóka Fekete, who runs a mangalica farm in eastern Hungary, said: “It’s different from any other meat. The texture is marbled, especially in the neck. It’s a completely unique taste.” She worked in a multinational company in Budapest before deciding in 2012 to return to her family farm and buy 20 mangalica sows, which she has since grown to 300. She has a loyal client base including Michelin-starred restaurants and Budapest mangalica lovers, who form queues to buy her produce when she makes the trip to the capital once a fortnight. Indeed, the only blip on the horizon for the mangalica is the African swine fever epidemic.","Here's the rewritten text, aiming for CEFR B2 level:

In the 1830s, someone made a new kind of pig. The emperor in Vienna got some pigs from Serbia. These pigs were fat and had long hair.

The emperor made them breed with Hungarian pigs. This happened near a town. The town is now in Romania.

A long time ago, most pigs in Hungary were this kind. They were called Mangalica pigs. Ninety percent of pigs were Mangalica.

These pigs had a lot of fat. People liked the fat because they could keep it longer than meat. They used the fat for cooking.

Later, people started using electricity. They could keep food cold. So, they did not need as much fat. Mangalica pigs became special and expensive.

After the war, things changed. The government almost destroyed the Mangalica pigs. Only a few pigs were left. About 300 were kept for science. You could not buy the meat anywhere.

A young student was studying animals in Spain. His name was Tóth. He told his friend about the fat Hungarian pigs. They wanted to save the pigs.

Tóth put ads in newspapers. He asked people to tell him if they saw a Mangalica pig. He bought all the Mangalica pigs he could find.

He bred the pigs with money from Spain. After some years, they had enough pigs. They sent the fat pork to Spain. They made special food with it. This was in the late 1990s.

Now, there are many Mangalica farmers in Hungary. More than 200 farmers raise these pigs. You can buy the meat in markets. It costs more than normal pork. It costs about four times as much.

Zsóka Fekete has a Mangalica farm. Her farm is in eastern Hungary. She says the meat is special. It tastes different from other meat.

She says the meat has lines of fat. This is especially true in the neck. She says it has a very special taste.

Zsóka used to work in a big company. She worked in Budapest. But in 2012, she went back to her family farm. She bought 20 Mangalica pigs. Now, she has 300 pigs.

She sells her meat to many people. Some are important restaurants. Some are people in Budapest who love Mangalica meat. They wait in line to buy her meat. She goes to Budapest to sell her meat every two weeks.

The only problem for Mangalica pigs now is a disease. The disease is called African swine fever. It can hurt the pigs."
